source,target,weight,correlation
ATP6V1B2,AHCYL2,1,1
ATP6V1B2,ANKRD39,1,1
ATP6V1B2,ANXA5,1,1
ATP6V1B2,ARSJ,1,1
ATP6V1B2,ATM,1,1
ATP6V1B2,ATP6V1H,1,1
ATP6V1B2,B4GALNT4,1,1
ATP6V1B2,B4GALT2,1,1
ATP6V1B2,C1ORF226,1,1
ATP6V1B2,CNNM3,1,1
ATP6V1B2,CTXN1,1,1
ATP6V1B2,DSTYK,1,1
ATP6V1B2,E2F5,1,1
ATP6V1B2,ECSIT,1,1
ATP6V1B2,GADD45B,1,1
ATP6V1B2,GLRB,1,1
ATP6V1B2,GNPTAB,1,1
ATP6V1B2,HADHB,1,1
ATP6V1B2,HDAC4,1,1
ATP6V1B2,KLHL26,1,1
ATP6V1B2,LAMP1,1,1
ATP6V1B2,LCTL,1,1
ATP6V1B2,MITF,1,1
ATP6V1B2,NPL,1,1
ATP6V1B2,NTM,1,1
ATP6V1B2,OSTM1,1,1
ATP6V1B2,PDE1C,1,1
ATP6V1B2,PEPD,1,1
ATP6V1B2,PLPP2,1,1
ATP6V1B2,PPP1R16A,1,1
ATP6V1B2,RP11-1035H13.3,1,1
ATP6V1B2,RRAGC,1,1
ATP6V1B2,RRAGD,1,1
ATP6V1B2,SCN2A,1,1
ATP6V1B2,SGTB,1,1
ATP6V1B2,SIRT6,1,1
ATP6V1B2,SLC19A2,1,1
ATP6V1B2,SMPD2,1,1
ATP6V1B2,SNX3,1,1
ATP6V1B2,ST3GAL5,1,1
ATP6V1B2,STRADB,1,1
ATP6V1B2,STXBP5,1,1
ATP6V1B2,TBC1D14,1,1
ATP6V1B2,TFPI,1,1
ATP6V1B2,TMTC1,1,1
ATP6V1B2,TRIM2,1,1
ATP6V1B2,ZEB1,1,1
ATP6V1B2,ZNF704,1,1
TMEM63A,APCDD1,1,1
TMEM63A,BTD,1,1
TMEM63A,CH17-472G23.4,1,1
TMEM63A,CLCN6,1,1
TMEM63A,FBXO17,1,1
TMEM63A,FBXO21,1,1
TMEM63A,GDAP1,1,1
TMEM63A,GIGYF1,1,1
TMEM63A,GNPTG,1,1
TMEM63A,GSTM2,1,1
TMEM63A,HSPA1A,1,1
TMEM63A,KIAA0930,1,1
TMEM63A,KIAA1456,1,1
TMEM63A,LRCH4,1,1
TMEM63A,MFSD12,1,1
TMEM63A,NAGK,1,1
TMEM63A,PARP10,1,1
TMEM63A,PUDP,1,1
TMEM63A,TMEM150A,1,1
TMEM63A,TP53I13,1,1
TMEM63A,TYMP,1,1
TMEM63A,ZFP91,1,1
SLC24A1,AHCYL2,1,1
SLC24A1,AMDHD2,1,1
SLC24A1,ANXA5,1,1
SLC24A1,APBB1,1,1
SLC24A1,ARSJ,1,1
SLC24A1,ATM,1,1
