source,target,weight,correlation
FGFBP2,RN7SKP80,1,1
FGFBP2,RN7SKP9,1,1
FGFBP2,SNORA71A,1,1
FGFBP2,TTC16,1,1
KLRC4,H3C15,1,1
KLRC4,KCNQ3,1,1
KLRC4,KLRC4-KLRK1,1,1
KLRC4,PGGHG,1,1
KLRC4,RN7SKP80,1,1
KLRC4,RN7SKP9,1,1
KLRC4,RPTN,1,1
KLRC4,SNORA71A,1,1
KLRC4,TSPAN32,1,1
RNU6-9,RPL13P12,1,1
RASGRF2-AS1,CHRNA2,1,1
RASGRF2-AS1,COL27A1,1,1
RASGRF2-AS1,MAP1B,1,1
RASGRF2-AS1,PGGHG,1,1
RASGRF2-AS1,PTPN21,1,1
RASGRF2-AS1,RN7SKP9,1,1
SNORA71A,CPAMD8,1,1
SNORA71A,CREB3L3,1,1
SNORA71A,DTNA,1,1
SNORA71A,IQSEC3,1,1
SNORA71A,KLRC4-KLRK1,1,1
SNORA71A,PTPN21,1,1
SNORA71A,RN7SKP80,1,1
SNORA71A,RN7SKP9,1,1
SNORA71A,RPTN,1,1
SNORA71A,SNORA54,1,1
SNORA71A,TSPAN32,1,1
COL27A1,CHRNA2,1,1
COL27A1,DNAH2,1,1
COL27A1,ERICH3,1,1
COL27A1,IQCA1,1,1
COL27A1,KCNQ3,1,1
COL27A1,KLRC3,1,1
COL27A1,MAP1B,1,1
COL27A1,PGGHG,1,1
COL27A1,PKNOX2,1,1
IQSEC3,DNAH2,1,1
IQSEC3,ERICH3,1,1
IQSEC3,KLRC4-KLRK1,1,1
IQSEC3,LINC02265,1,1
IQSEC3,NRCAM,1,1
IQSEC3,PGGHG,1,1
IQSEC3,PPL,1,1
IQSEC3,PTPN21,1,1
IQSEC3,RPL13P12,1,1
IQSEC3,TTC16,1,1
CD40LG,AK1,1,1
CD40LG,CHRNA2,1,1
CD40LG,H3C15,1,1
CD40LG,KCNQ3,1,1
CD40LG,KLRC4-KLRK1,1,1
CD40LG,MT-TE,1,1
CD40LG,PGGHG,1,1
CD40LG,PKNOX2,1,1
CHRNA2,AK1,1,1
CHRNA2,CPAMD8,1,1
CHRNA2,CREB3L3,1,1
CHRNA2,ERICH3,1,1
CHRNA2,H3C15,1,1
CHRNA2,IQCA1,1,1
CHRNA2,KCNQ3,1,1
CHRNA2,KLRC4-KLRK1,1,1
CHRNA2,MAP1B,1,1
CHRNA2,MT-TE,1,1
CHRNA2,PGGHG,1,1
CHRNA2,PKNOX2,1,1
CHRNA2,PPL,1,1
CHRNA2,PTPN21,1,1
CHRNA2,RN7SKP80,1,1
CHRNA2,RN7SKP9,1,1
H3C15,AK1,1,1
H3C15,KCNQ3,1,1
H3C15,KLRC4-KLRK1,1,1
H3C15,PGGHG,1,1
H3C15,PKNOX2,1,1
H3C15,RN7SKP80,1,1
H3C15,RN7SKP9,1,1
KLRC3,DNAH2,1,1
KLRC3,IQCA1,1,1
KLRC3,KCNQ3,1,1
KLRC3,MAP1B,1,1
KLRC3,PPL,1,1
TTC16,CPAMD8,1,1
TTC16,CREB3L3,1,1
TTC16,DNAH2,1,1
TTC16,ERICH3,1,1
TTC16,FLG,1,1
TTC16,IQCA1,1,1
TTC16,KCNQ3,1,1
TTC16,MUC16,1,1
TTC16,PPL,1,1
TTC16,PTPN21,1,1
TTC16,RN7SKP9,1,1
KCNQ3,AK1,1,1
KCNQ3,DNAH2,1,1
KCNQ3,ERICH3,1,1
KCNQ3,IQCA1,1,1
KCNQ3,KLRC4-KLRK1,1,1
KCNQ3,MAP1B,1,1
KCNQ3,MT-TE,1,1
KCNQ3,MT-TQ,1,1
KCNQ3,NRCAM,1,1
KCNQ3,PGGHG,1,1
KCNQ3,PKNOX2,1,1
KCNQ3,PPL,1,1
KCNQ3,PTPN21,1,1
KCNQ3,RN7SKP80,1,1
KCNQ3,RN7SKP9,1,1
SPTBN4,DGKI,1,1
SPTBN4,HTR2B,1,1
SPTBN4,MUC16,1,1
SPTBN4,NRCAM,1,1
RNVU1-6,TSPAN32,1,1
PTPN21,AK1,1,1
PTPN21,CPAMD8,1,1
PTPN21,CREB3L3,1,1
PTPN21,ERICH3,1,1
PTPN21,FLG,1,1
PTPN21,IQCA1,1,1
PTPN21,KLRC4-KLRK1,1,1
PTPN21,MAP1B,1,1
PTPN21,MUC16,1,1
PTPN21,PGGHG,1,1
PTPN21,PPL,1,1
PTPN21,RN7SKP80,1,1
PTPN21,RN7SKP9,1,1
IGSF11,EIF4HP1,1,1
IGSF11,HTR2B,1,1
IGSF11,NRCAM,1,1
IGSF11,PPIAP41,1,1
IGSF11,RPL13P12,1,1
RPTN,CREB3L3,1,1
RPTN,DTNA,1,1
RPTN,KLRC4-KLRK1,1,1
RPTN,POF1B,1,1
RPTN,RN7SKP80,1,1
RPTN,RN7SKP9,1,1
RPTN,TSPAN32,1,1
RN7SKP9,AK1,1,1
RN7SKP9,CPAMD8,1,1
RN7SKP9,CREB3L3,1,1
RN7SKP9,DTNA,1,1
RN7SKP9,ERICH3,1,1
RN7SKP9,IQCA1,1,1
RN7SKP9,KLRC4-KLRK1,1,1
RN7SKP9,MAP1B,1,1
RN7SKP9,MT-TQ,1,1
RN7SKP9,PGGHG,1,1
RN7SKP9,PPL,1,1
RN7SKP9,RN7SKP80,1,1
KLRC4-KLRK1,AK1,1,1
KLRC4-KLRK1,CREB3L3,1,1
KLRC4-KLRK1,DTNA,1,1
KLRC4-KLRK1,ERICH3,1,1
KLRC4-KLRK1,IQCA1,1,1
KLRC4-KLRK1,MT-TE,1,1
KLRC4-KLRK1,MT-TQ,1,1
KLRC4-KLRK1,NRCAM,1,1
KLRC4-KLRK1,PGGHG,1,1
KLRC4-KLRK1,PKNOX2,1,1
KLRC4-KLRK1,PPL,1,1
KLRC4-KLRK1,RN7SKP80,1,1
PKNOX2,ABLIM3,1,1
PKNOX2,AK1,1,1
PKNOX2,ERICH3,1,1
PKNOX2,MT-TE,1,1
PKNOX2,MT-TQ,1,1
PKNOX2,NRCAM,1,1
PKNOX2,PGGHG,1,1
HTR2B,DNAH2,1,1
HTR2B,EIF4HP1,1,1
HTR2B,ERICH3,1,1
HTR2B,GLIS3,1,1
HTR2B,MUC16,1,1
HTR2B,NRCAM,1,1
RPL13P12,LINC02265,1,1
MUC16,ERICH3,1,1
MUC16,FLG,1,1
MUC16,LINC02265,1,1
MUC16,PPL,1,1
PPIAP41,EIF4HP1,1,1
DGKI,GLIS3,1,1
NRCAM,AK1,1,1
NRCAM,DNAH2,1,1
NRCAM,ERICH3,1,1
NRCAM,GLIS3,1,1
NRCAM,PPL,1,1
ERICH3,AK1,1,1
ERICH3,CREB3L3,1,1
ERICH3,DNAH2,1,1
ERICH3,IQCA1,1,1
ERICH3,PGGHG,1,1
ERICH3,PPL,1,1
MT-TE,AK1,1,1
MT-TE,MT-TQ,1,1
POF1B,DTNA,1,1
RN7SKP80,CREB3L3,1,1
RN7SKP80,MT-TQ,1,1
RN7SKP80,PGGHG,1,1
MT-TQ,CPAMD8,1,1
MT-TQ,CREB3L3,1,1
MT-TQ,DTNA,1,1
CPAMD8,CREB3L3,1,1
CPAMD8,DTNA,1,1
ABLIM3,DNAH2,1,1
ABLIM3,GLIS3,1,1
PGGHG,AK1,1,1
PGGHG,CREB3L3,1,1
PGGHG,IQCA1,1,1
PGGHG,PPL,1,1
DNAH2,GLIS3,1,1
DNAH2,PPL,1,1
AK1,IQCA1,1,1
AK1,MAP1B,1,1
AK1,PPL,1,1
DTNA,CREB3L3,1,1
MAP1B,IQCA1,1,1
MAP1B,PPL,1,1
CREB3L3,PPL,1,1
PPL,IQCA1,1,1
