source,target,weight,correlation
FIZ1,AIFM1,1,1
FIZ1,AP1S2,1,1
FIZ1,B4GALT7,1,1
FIZ1,BACE2,1,1
FIZ1,C11ORF84,1,1
FIZ1,C2CD2L,1,1
FIZ1,CD2BP2,1,1
FIZ1,CDC34,1,1
FIZ1,CDC42EP1,1,1
FIZ1,CLTB,1,1
FIZ1,COG3,1,1
FIZ1,COMMD5,1,1
FIZ1,COQ10A,1,1
FIZ1,CSPG4,1,1
FIZ1,DEAF1,1,1
FIZ1,EHMT2,1,1
FIZ1,ENDOD1,1,1
FIZ1,FAH,1,1
FIZ1,FAM204A,1,1
FIZ1,FAM20B,1,1
FIZ1,FAM32A,1,1
FIZ1,FLNA,1,1
FIZ1,HEXB,1,1
FIZ1,HNRNPUL2,1,1
FIZ1,HPS6,1,1
FIZ1,IBTK,1,1
FIZ1,ITPRIP,1,1
FIZ1,LARP4B,1,1
FIZ1,MED22,1,1
FIZ1,MEN1,1,1
FIZ1,MOB2,1,1
FIZ1,MRPL43,1,1
FIZ1,MYL6,1,1
FIZ1,NOMO2,1,1
FIZ1,NOP9,1,1
FIZ1,NUMA1,1,1
FIZ1,OSGEP,1,1
FIZ1,OTUB1,1,1
FIZ1,PARG,1,1
FIZ1,PCMT1,1,1
FIZ1,PIGX,1,1
FIZ1,PIK3C3,1,1
FIZ1,POLR3A,1,1
FIZ1,PRDM11,1,1
FIZ1,PROSER1,1,1
FIZ1,PRRC2A,1,1
FIZ1,RABIF,1,1
FIZ1,RNF121,1,1
FIZ1,RNF220,1,1
FIZ1,SDCCAG8,1,1
FIZ1,SDHAF3,1,1
FIZ1,SFXN3,1,1
FIZ1,SLC38A6,1,1
FIZ1,SLC47A1,1,1
FIZ1,SPRYD4,1,1
FIZ1,SSNA1,1,1
FIZ1,SUPT20H,1,1
FIZ1,TERF2,1,1
FIZ1,TGIF2,1,1
FIZ1,TMC6,1,1
FIZ1,TMEM19,1,1
FIZ1,TRAF3IP2,1,1
FIZ1,URM1,1,1
FIZ1,USP38,1,1
FIZ1,WBP4,1,1
FIZ1,WWC2,1,1
FIZ1,ZBTB12,1,1
FIZ1,ZFP41,1,1
FIZ1,ZNF33A,1,1
FIZ1,ZNF48,1,1
FIZ1,ZSCAN9,1,1
MZF1,NOL3,1,1
RDH13,AGO1,1,1
RDH13,ANXA2,1,1
RDH13,AP4S1,1,1
RDH13,APOL2,1,1
RDH13,APOLD1,1,1
RDH13,AREL1,1,1
RDH13,ARHGAP1,1,1
RDH13,ATP13A2,1,1
RDH13,ATP5J2-PTCD1,1,1
RDH13,AVEN,1,1
RDH13,BHLHB9,1,1
RDH13,C1GALT1C1,1,1
RDH13,CBX4,1,1
RDH13,CCDC25,1,1
RDH13,CCNY,1,1
RDH13,CDC42EP1,1,1
RDH13,CDR2L,1,1
RDH13,CDYL2,1,1
RDH13,CHST12,1,1
RDH13,COG8,1,1
RDH13,CROT,1,1
RDH13,DAAM2,1,1
RDH13,DCTD,1,1
RDH13,DENND4A,1,1
RDH13,DIP2B,1,1
RDH13,DNMBP,1,1
RDH13,DPH7,1,1
RDH13,DTNA,1,1
RDH13,ELK4,1,1
RDH13,EPHB4,1,1
RDH13,EXOC3,1,1
RDH13,FAH,1,1
RDH13,FAM131A,1,1
RDH13,FAM135A,1,1
RDH13,FBXO46,1,1
RDH13,FBXW2,1,1
RDH13,FYN,1,1
RDH13,GFOD2,1,1
RDH13,GMPR2,1,1
RDH13,HEATR6,1,1
RDH13,HMGN4,1,1
RDH13,HOXC11,1,1
RDH13,HPS6,1,1
RDH13,IMPDH1,1,1
RDH13,ITGB1,1,1
RDH13,ITSN1,1,1
RDH13,KCTD6,1,1
RDH13,KRIT1,1,1
RDH13,LAMTOR1,1,1
RDH13,LRRC20,1,1
RDH13,LZTFL1,1,1
RDH13,MAPKAP1,1,1
RDH13,MRPL18,1,1
RDH13,MT1F,1,1
RDH13,MTO1,1,1
RDH13,MX2,1,1
RDH13,MYLIP,1,1
RDH13,NDUFB2,1,1
RDH13,NEDD8,1,1
RDH13,NOP10,1,1
RDH13,NPHP4,1,1
RDH13,NT5C,1,1
RDH13,NUDT11,1,1
RDH13,NUMA1,1,1
RDH13,PARG,1,1
RDH13,PDCL,1,1
RDH13,PDE3B,1,1
RDH13,PKN1,1,1
RDH13,PLOD3,1,1
RDH13,POLR2G,1,1
RDH13,PPT1,1,1
RDH13,PRDM11,1,1
RDH13,PTPMT1,1,1
RDH13,QKI,1,1
RDH13,RAB2A,1,1
RDH13,RAB5C,1,1
RDH13,RABL3,1,1
RDH13,RALA,1,1
RDH13,RHBDD3,1,1
RDH13,RNASEH2B,1,1
RDH13,RNF166,1,1
RDH13,RNF169,1,1
RDH13,RPL32,1,1
RDH13,RPL7A,1,1
RDH13,RPS20,1,1
RDH13,RPS3,1,1
RDH13,RRAGB,1,1
RDH13,S100B,1,1
RDH13,SARNP,1,1
RDH13,SEC63,1,1
RDH13,SH3BP5L,1,1
RDH13,SIAH1,1,1
RDH13,SIGMAR1,1,1
RDH13,SLC39A9,1,1
RDH13,SUCLA2,1,1
RDH13,TCEAL1,1,1
RDH13,TFE3,1,1
RDH13,THEM4,1,1
RDH13,TMEM203,1,1
RDH13,TOR4A,1,1
RDH13,TPCN1,1,1
RDH13,TPM2,1,1
RDH13,TRERF1,1,1
RDH13,TRNAU1AP,1,1
RDH13,TSPAN5,1,1
RDH13,TXNDC11,1,1
RDH13,UBAC1,1,1
RDH13,UBXN1,1,1
RDH13,VPS4A,1,1
RDH13,VPS51,1,1
RDH13,ZBED6,1,1
RDH13,ZCCHC17,1,1
RDH13,ZNF22,1,1
RDH13,ZNF23,1,1
RDH13,ZNF280D,1,1
RDH13,ZNF48,1,1
RDH13,ZNF510,1,1
RDH13,ZNF532,1,1
RDH13,ZNF542P,1,1
RDH13,ZNHIT1,1,1
RDH13,ZSCAN9,1,1
CHIC2,ABCB8,1,1
CHIC2,ACO2,1,1
CHIC2,ACVR2A,1,1
CHIC2,AGO1,1,1
CHIC2,AHCYL1,1,1
CHIC2,ANP32A,1,1
CHIC2,APOL2,1,1
CHIC2,AQR,1,1
CHIC2,ARL 1.00,1,1
CHIC2,ARPC1B,1,1
CHIC2,B4GALT3,1,1
CHIC2,C14ORF119,1,1
CHIC2,C1GALT1C1,1,1
CHIC2,CCPG1,1,1
CHIC2,CDC42SE1,1,1
CHIC2,CDR2L,1,1
CHIC2,CEP104,1,1
CHIC2,CHMP7,1,1
CHIC2,CHST12,1,1
CHIC2,CPNE2,1,1
CHIC2,DAAM2,1,1
CHIC2,DDX41,1,1
CHIC2,DIS3,1,1
CHIC2,DNAJC24,1,1
CHIC2,EXOC3,1,1
CHIC2,GFOD2,1,1
CHIC2,GGCX,1,1
CHIC2,GNAS,1,1
CHIC2,HDAC7,1,1
CHIC2,HUS1,1,1
CHIC2,ITSN1,1,1
CHIC2,KANK1,1,1
CHIC2,KIF13A,1,1
CHIC2,KLHL7,1,1
CHIC2,KREMEN1,1,1
CHIC2,KRIT1,1,1
CHIC2,LITAF,1,1
CHIC2,LRRC8A,1,1
CHIC2,MAD1L1,1,1
CHIC2,MAPKAP1,1,1
CHIC2,MED19,1,1
CHIC2,MTO1,1,1
CHIC2,NAGPA,1,1
CHIC2,NAPEPLD,1,1
CHIC2,NBL1,1,1
CHIC2,NEDD8,1,1
CHIC2,NFATC3,1,1
CHIC2,NOTCH1,1,1
CHIC2,NT5C,1,1
CHIC2,PAK1,1,1
CHIC2,PEX1,1,1
CHIC2,PIN1,1,1
CHIC2,PNP,1,1
CHIC2,POLR2G,1,1
CHIC2,PPP2R3A,1,1
CHIC2,PRKAR1A,1,1
CHIC2,PYGO1,1,1
CHIC2,R3HCC1,1,1
CHIC2,RASAL2,1,1
CHIC2,RBPJ,1,1
CHIC2,RPGRIP1L,1,1
CHIC2,RPUSD3,1,1
CHIC2,S100B,1,1
CHIC2,SART1,1,1
CHIC2,SAV1,1,1
CHIC2,SH3BP5L,1,1
CHIC2,SLC25A11,1,1
CHIC2,SLC35B2,1,1
CHIC2,SLC9A3R2,1,1
CHIC2,SMPDL3A,1,1
CHIC2,SNTB2,1,1
CHIC2,SOX6,1,1
CHIC2,TAF1,1,1
CHIC2,TLDC1,1,1
CHIC2,TMEM167B,1,1
CHIC2,TMEM60,1,1
CHIC2,TOMM7,1,1
CHIC2,TRMT5,1,1
CHIC2,TRNAU1AP,1,1
CHIC2,TUBGCP4,1,1
CHIC2,UBR1,1,1
CHIC2,VPS4A,1,1
CHIC2,WASF1,1,1
CHIC2,YY1,1,1
CHIC2,ZNF23,1,1
CHIC2,ZNF384,1,1
CHIC2,ZNF532,1,1
CHIC2,ZNF669,1,1
CHIC2,ZNF772,1,1
CHIC2,ZNRF2,1,1
BCL7C,ANKRD10,1,1
BCL7C,ASPHD1,1,1
BCL7C,ATMIN,1,1
BCL7C,BAP1,1,1
BCL7C,BCAP29,1,1
BCL7C,BMP7,1,1
BCL7C,C9ORF78,1,1
BCL7C,CNTNAP3,1,1
BCL7C,CRBN,1,1
BCL7C,DDB1,1,1
BCL7C,FAM127C,1,1
BCL7C,FANCL,1,1
BCL7C,GNAZ,1,1
BCL7C,GRB10,1,1
BCL7C,GRK2,1,1
BCL7C,HSCB,1,1
BCL7C,IFRD1,1,1
BCL7C,INPP5E,1,1
BCL7C,MALSU1,1,1
BCL7C,MRPL40,1,1
BCL7C,MSRA,1,1
BCL7C,NECAB3,1,1
BCL7C,NELFB,1,1
BCL7C,PDIA5,1,1
BCL7C,PLOD1,1,1
BCL7C,PPIE,1,1
BCL7C,PTRF,1,1
BCL7C,PWWP2B,1,1
BCL7C,RAB1A,1,1
BCL7C,RBM4B,1,1
BCL7C,SAP30BP,1,1
BCL7C,SLC39A10,1,1
BCL7C,SNX10,1,1
BCL7C,TAF11,1,1
BCL7C,TAX1BP3,1,1
BCL7C,TMED4,1,1
BCL7C,TMEM106B,1,1
