cellType,Barcode,Patient,Tissue,MT-RNR2,MT-ND1,MT-ATP6,MT-ND4,B2M,TMSB4X,MT-CO3,ACTB,MTRNR2L12,MALAT1,MT-ND3,HLA-B,TPT1,MT-CO2,Metazoa_SRP,HLA-E,MT-CO1,MT-CYB,RPL41,HLA-C,MT-ND2,HLA-A,FTH1,EEF1A1,H3F3A,MT-RNR1,TXNIP,RPL37,FAU,RPS11,ACTG1,FTL,CFL1,GNAI2,BTG1,EIF1,MT-ATP8,RPS27,SH3BGRL3,RPS29,PABPC1,RPL13A,MT-ND5,RPL10,RPL28,PFN1,RPLP1,RPS3A,RPL27A,RPL34,RPS27A,RPL11,RPL13,RPS14,RPL23,RPS15A,RPS2,RPS28,ARHGDIB,RPL30,RPL37A,RPS12,RPL31,LAPTM5,RPL19,RPS8,CORO1A,TMSB10,RPS24,RPS23,RPS9,RPL7,IFITM2,RPL23A,RPL3,PTPRC,ARPC2,RPL26,RPLP2,RPS20,LCP1,NEAT1,TTC19,RPS3,SRGN,RPL15,RPL7A,RPS6,H3F3B,RPS17,RPS18,RPS19,RPL21,ITM2B,OAZ1,RPL27,UBA52,RPL38,RPL9,RPL17,YWHAB,RPS16,PTMA,S100A6,RPS25,RPL35A,SERF2,LITAF,RPL18A,RPL36A,RPL6,RPS4X,RPL14,RPS7,ITGB2,RPL18,RPL4,RPS10,PCBP1,OR4D9,RAC2,MYH9,RPL32,ARPC1B,RPS21,VIM,GNAS,MYL12A,NACA,RPL39,RPL5,RIPOR2,RPL24,DAZAP2,RPL29,RPS13,CAP1,RHOA,DDX5,RPS15,MCL1,S100A4,GAPDH,RPSA,RPL35,UBB,RPL10A,ATP5E,YWHAZ,CD37,FYB1,HNRNPK,RACK1,RPL22,ZFP36L2,UBC,PPIA,EEF2,MSN,CCNI,HNRNPA1,ORC4,RPL36,KLF2,EEF1D,HMGB1,ARPC3,FLNA,PTP4A2,CFLAR,COX4I1,RPL8,RPLP0,ACTR2,LRRFIP1,S100A11,SORL1,CYSLTR1,TYROBP,MYL6,CLIC1,IQGAP1,CALM1,EEF1B2,MYO1F,SELL,TOMM7,RPL36AL,HELLPAR,RPS5,TMA7,KLF6,PSAP,AHNAK,RAP1B,TTLL7,UQCRB,CD52,CD53,TMBIM6,HCLS1,CELF2,COTL1,EIF4B,LYZ,TSC22D3,YBX1,CAPZB,ARPC5,CNN2,COX7C,TPM3,HSPA8,RAC1,PGK1,WIPF1,KPNB1,SEPT9,GMFG,SLC16A7,TAGLN2,DDX17,ATP5L,CALM2,PCSK7,WAC,PNRC1,CD74,CTSS,SRP14,NPM1,BTF3,MBNL1,ACTR3,EVI2B,TACC2,PPP1R18,AKNA,LINC01641,RBM3,SOD2,ARRB2,HSP90AA1,PNISR,ATM,CD48,GIMAP4,SCAF11,CD44,TRIM56,PRKCB,SET,PRRC2C,FMNL1,CHCHD2,CDC42,CTSD,MYL12B,TLN1,EIF4G2,BIN2,SDCBP,AC003991.1,EIF4A1,ZFP36L1,CACNA1A,CEBPD,CSDE1,RNASEK,SUN2,ENO1,HNRNPA2B1,AC107463.1,WSB1,KCTD21-AS1,PABPN1,RNF213,ADGRE5,HNRNPC,N4BP2L2,STK4,RNASET2,ARF1,ATP5G2,IRF1,NAP1L1,RHOG,SON,LSP1,PSME1,IDS,RGS2,JUNB,LYN,STK17B,FUS,HLA-F,FYN,HMGN2,RNF149,SUMO2,EFHD2,UQCR11,CXCR4,SARAF,ITGAL,PFDN5,ZYX,S100A8,S100A9,SNHG5,USP8,SAT1,WASF2,CMTM6,ZFAS1,FXYD5,RAB27A,TKT,UBE2D3,MT-ND4L,WAS,NFKBIA,ETS1,HNRNPU,TSPAN14,TSPO,GTF2I,SLC25A6,EVL,LASP1,TALDO1,ASAH1,CD99,CNBP,SLC25A3,TAPBP,GRB2,PCBP2,S100A10,SKP1,YIPF4,GSTK1,MDM4,PRR13,ALOX5AP,ANXA1,SLC35E3,ADD3,ATP1A1,JAK1,TNFRSF1B,HINT1,HNRNPDL,FCGR3A,FAM49B,HNRNPA3,SAMHD1,ANXA2,CAPNS1,PPP2R5C,SYNRG,BRI3,CSF3R,TGOLN2,GLIPR2,SPATS2,CACNB4,CIRBP,OST4,PLEK,ANKRD12,CD63,NCKAP1L,NCOA4,ARL4C,ARID1A,LRP10,RBMS1,TAOK3,ARHGAP30,HCST,RTN4,ARID4B,ATP6V1G1,EIF3E,ORAI2,CEBPB,FNBP1,WDR1,ADAR,EIF3H,SERP1,SRSF5,VSIR,ARL6IP5,NOP53,RBBP5,CCND3,GNB1,ITGB1,LTB,RPS26,SH3KBP1,RPL7L1,UCP2,LIMD2,MTDH,CYFIP2,HNRNPD,MTPN,SMCHD1,ANP32B,CAPZA1,VMP1,ANP32A,ANXA6,CAST,DUSP1,IKZF1,UBL5,ACTN4,FKBP1A,GRN,MORF4L1,SMG1,CALM3,CAPZA2,GLRX,HMGB2,LAMP1,ZNF207,ANXA11,GIMAP7,LST1,PRKAR1A,SNHG6,ZFP36,ZNF431,BAZ2B,DOCK8,MGAT1,NFATC2IP,RPS4Y1,RBFADN,ZKSCAN1,NUDT3,SLC2A3,IKZF3,UBE2R2,C4orf3,MBP,SFPQ,FPR1,KMT2E,RRP7A,SELPLG,SLA,SNRNP200,SPN,YPEL3,AAK1,PGAM1,PXN,CD164,ELAVL1,FCER1G,IDH2,NCF1,PSMA7,TYMP,SERPINB1,TAX1BP1,CDC42SE1,CLEC2D,GDI2,HNRNPUL1,KLF13,LCP2,RAB7A,STK10,CDC42SE2,MOB1A,PKM,THEMIS2,AC005005.4,ERP29,MNDA,NNT,SSR2,UBALD2,CDC42EP3,CTDNEP1,FTO,PREX1,TMEM123,IL2RG,RAP1A,CELF1,DNAJC7
NK cells,bcESIO,p1,blood,1.791759469228055,1.9459101490553132,2.5649493574615367,1.0986122886681098,0,0,1.3862943611198906,0,0.6931471805599453,0,1.3862943611198906,0,0,0,0,0,1.9459101490553132,2.0794415416798357,0,0,0.6931471805599453,0,0,0,0,0.6931471805599453,0,0,0,0,0,0,0,0,0,0,0.6931471805599453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monocytes,bcGESY,p1,blood,1.0986122886681098,0,0.6931471805599453,0,0,0,0,0,0.6931471805599453,0,0,0,1.0986122886681098,0,0,0,0,0,0,0,0,0.6931471805599453,1.9459101490553132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453,0,0,0,0.6931471805599453,0,0.6931471805599453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453,0,0,0,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3862943611198906,0,0,0,0,0,0,0,0,0,0.6931471805599453,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453,0,0,0,0,0,0,0,0,0,0,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453,0,0,0,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453,0,0,0,0,0,0,0,0
T cells,bcFZNP,p1,blood,2.302585092994046,3.258096538021482,3.784189633918261,3.4339872044851463,3.9512437185814275,3.367295829986474,2.8903717578961645,2.3978952727983707,0,3.9512437185814275,3.6375861597263857,2.3978952727983707,4.248495242049359,1.9459101490553132,1.0986122886681098,1.9459101490553132,2.9444389791664403,2.1972245773362196,4.343805421853684,1.9459101490553132,1.791759469228055,2.302585092994046,1.6094379124341003,4.532599493153256,1.3862943611198906,1.3862943611198906,3.295836866004329,3.332204510175204,2.772588722239781,3.7612001156935624,1.3862943611198906,1.3862943611198906,1.9459101490553132,1.6094379124341003,2.302585092994046,2.0794415416798357,2.302585092994046,4.330733340286331,0,3.9889840465642745,2.302585092994046,3.4965075614664802,2.5649493574615367,3.9318256327243257,2.5649493574615367,0.6931471805599453,3.258096538021482,3.091042453358316,3.5553480614894135,2.772588722239781,3.713572066704308,2.4849066497880004,3.6635616461296463,2.995732273553991,3.1780538303479458,3.6375861597263857,2.9444389791664403,3.713572066704308,1.0986122886681098,3.091042453358316,3.58351893845611,3.8066624897703196,3.044522437723423,1.0986122886681098,2.1972245773362196,3.1780538303479458,0.6931471805599453,2.4849066497880004,3.7612001156935624,3.1354942159291497,2.995732273553991,2.772588722239781,0,3.091042453358316,2.8903717578961645,1.791759469228055,0.6931471805599453,2.772588722239781,2.772588722239781,3.044522437723423,0,0,3.1354942159291497,3.1354942159291497,0,3.044522437723423,2.5649493574615367,3.871201010907891,1.0986122886681098,2.4849066497880004,3.4657359027997265,2.8903717578961645,2.302585092994046,0.6931471805599453,0.6931471805599453,2.4849066497880004,2.302585092994046,2.9444389791664403,2.70805020110221,1.6094379124341003,0,2.6390573296152584,1.0986122886681098,0,2.8903717578961645,2.8903717578961645,0.6931471805599453,0,2.8903717578961645,2.70805020110221,2.4849066497880004,3.2188758248682006,2.1972245773362196,2.302585092994046,1.0986122886681098,3.044522437723423,2.70805020110221,2.1972245773362196,1.0986122886681098,2.0794415416798357,0,0,2.70805020110221,0,2.8903717578961645,1.9459101490553132,1.0986122886681098,0,1.0986122886681098,1.3862943611198906,3.1780538303479458,0.6931471805599453,2.833213344056216,0,2.4849066497880004,2.302585092994046,0,0,1.0986122886681098,2.9444389791664403,0.6931471805599453,0,0,2.1972245773362196,1.791759469228055,0.6931471805599453,2.4849066497880004,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.3862943611198906,1.6094379124341003,0.6931471805599453,1.0986122886681098,1.3862943611198906,1.9459101490553132,0.6931471805599453,1.791759469228055,0.6931471805599453,1.6094379124341003,2.9444389791664403,2.1972245773362196,1.0986122886681098,0,0,0,0,0.6931471805599453,1.6094379124341003,1.0986122886681098,2.5649493574615367,1.3862943611198906,0.6931471805599453,1.0986122886681098,1.0986122886681098,1.3862943611198906,0,0.6931471805599453,0,0,0.6931471805599453,2.0794415416798357,0,1.791759469228055,2.1972245773362196,1.3862943611198906,0,1.9459101490553132,1.791759469228055,1.3862943611198906,0,0.6931471805599453,0,0,2.1972245773362196,1.9459101490553132,0,0.6931471805599453,0,1.0986122886681098,0,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,0,0,1.3862943611198906,0,2.302585092994046,0.6931471805599453,0,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.6931471805599453,1.3862943611198906,0,0.6931471805599453,0,0,0.6931471805599453,0,0,0.6931471805599453,0,2.0794415416798357,2.0794415416798357,0.6931471805599453,1.6094379124341003,0,0,0.6931471805599453,0,0,1.0986122886681098,0,1.0986122886681098,0.6931471805599453,1.0986122886681098,1.6094379124341003,1.3862943611198906,1.3862943611198906,1.3862943611198906,0.6931471805599453,0.6931471805599453,1.0986122886681098,0,0.6931471805599453,1.6094379124341003,0,0,0,0,1.0986122886681098,0,0.6931471805599453,0.6931471805599453,0,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.6931471805599453,0,0.6931471805599453,0,0,1.791759469228055,0,1.3862943611198906,0.6931471805599453,0,0,0,0,1.0986122886681098,0.6931471805599453,0.6931471805599453,0,0,0,0,1.0986122886681098,0,0.6931471805599453,0,1.3862943611198906,0.6931471805599453,0,0,0,1.0986122886681098,0,0.6931471805599453,0.6931471805599453,0,0,0,0,0,0.6931471805599453,1.3862943611198906,0,0.6931471805599453,0,0,0,1.3862943611198906,1.3862943611198906,0.6931471805599453,0,0,0,0.6931471805599453,0,0,0,0,0,0,2.302585092994046,0,0,0,1.0986122886681098,1.0986122886681098,0.6931471805599453,0,0,0.6931471805599453,0,2.0794415416798357,1.0986122886681098,0.6931471805599453,0,0,1.0986122886681098,0.6931471805599453,0.6931471805599453,2.302585092994046,1.0986122886681098,0,0,0,0,1.0986122886681098,0.6931471805599453,2.0794415416798357,0,0.6931471805599453,0,0,0,1.9459101490553132,0,0,0,0,1.0986122886681098,0,0,0,0,0,0,0,0.6931471805599453,0,1.0986122886681098,1.0986122886681098,0,0,1.3862943611198906,0.6931471805599453,0,1.0986122886681098,0,1.3862943611198906,1.0986122886681098,0.6931471805599453,0,0,0,0,0,1.9459101490553132,0,0,0.6931471805599453,0.6931471805599453,1.0986122886681098,0,0,1.0986122886681098,0.6931471805599453,0.6931471805599453,0,0,2.3978952727983707,1.3862943611198906,0,0,0.6931471805599453,0,0,0,1.3862943611198906,0.6931471805599453,0,0,0,0,0,0,0,0,1.6094379124341003,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,1.3862943611198906,0,0.6931471805599453,1.6094379124341003,0,1.0986122886681098,0,0,0,0,0,0,1.0986122886681098,0,1.0986122886681098,0,0,0.6931471805599453,0,0,0,0.6931471805599453,0,1.6094379124341003,1.6094379124341003,0,0,0.6931471805599453,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341003,0.6931471805599453,0,1.3862943611198906,0,0,0,0,1.3862943611198906,0,0,0,0,0.6931471805599453,0,0,1.0986122886681098,0,0,0,0.6931471805599453,0,0.6931471805599453,0,1.0986122886681098,0,0
Monocytes,bcELJO,p1,blood,2.3978952727983707,2.772588722239781,2.1972245773362196,2.3978952727983707,3.6109179126442243,3.4011973816621555,2.1972245773362196,2.995732273553991,1.791759469228055,2.8903717578961645,2.302585092994046,2.0794415416798357,2.9444389791664403,1.3862943611198906,2.302585092994046,1.6094379124341003,3.044522437723423,1.3862943611198906,2.772588722239781,1.0986122886681098,1.791759469228055,1.3862943611198906,2.833213344056216,3.2188758248682006,2.6390573296152584,2.3978952727983707,0,1.9459101490553132,2.4849066497880004,1.3862943611198906,1.3862943611198906,2.0794415416798357,0,1.0986122886681098,0.6931471805599453,2.302585092994046,1.6094379124341003,2.302585092994046,0.6931471805599453,1.6094379124341003,3.2188758248682006,0.6931471805599453,0.6931471805599453,2.0794415416798357,1.0986122886681098,0.6931471805599453,2.3978952727983707,1.9459101490553132,2.302585092994046,1.9459101490553132,1.3862943611198906,1.791759469228055,1.0986122886681098,2.0794415416798357,2.3978952727983707,0.6931471805599453,2.0794415416798357,1.791759469228055,0.6931471805599453,1.9459101490553132,1.791759469228055,1.9459101490553132,1.6094379124341003,2.302585092994046,0,0.6931471805599453,1.3862943611198906,1.0986122886681098,1.9459101490553132,1.0986122886681098,0.6931471805599453,1.3862943611198906,0,0.6931471805599453,1.3862943611198906,1.0986122886681098,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.3862943611198906,1.3862943611198906,2.772588722239781,1.6094379124341003,0,2.0794415416798357,0.6931471805599453,1.3862943611198906,0.6931471805599453,1.0986122886681098,0,1.6094379124341003,1.0986122886681098,1.0986122886681098,2.1972245773362196,1.6094379124341003,0,0,0,0,1.0986122886681098,0.6931471805599453,1.6094379124341003,0.6931471805599453,1.9459101490553132,1.6094379124341003,0,1.6094379124341003,0.6931471805599453,1.3862943611198906,0.6931471805599453,1.6094379124341003,0.6931471805599453,1.3862943611198906,1.791759469228055,2.3978952727983707,1.6094379124341003,1.6094379124341003,0,1.791759469228055,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.6931471805599453,1.0986122886681098,1.9459101490553132,1.9459101490553132,0,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.6094379124341003,0,0,1.3862943611198906,1.3862943611198906,1.0986122886681098,0,2.3978952727983707,1.3862943611198906,0.6931471805599453,0.6931471805599453,1.3862943611198906,0,0,0,0,0,0,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.6094379124341003,1.3862943611198906,0,1.3862943611198906,0,1.3862943611198906,1.791759469228055,0.6931471805599453,1.0986122886681098,1.3862943611198906,0.6931471805599453,0,1.0986122886681098,1.0986122886681098,1.791759469228055,0,0.6931471805599453,0,0,0.6931471805599453,0,1.6094379124341003,0.6931471805599453,1.6094379124341003,1.0986122886681098,1.0986122886681098,1.791759469228055,0.6931471805599453,1.0986122886681098,0.6931471805599453,0,0.6931471805599453,1.3862943611198906,0.6931471805599453,0,0,0.6931471805599453,0,0,1.0986122886681098,2.5649493574615367,1.9459101490553132,0.6931471805599453,0,1.791759469228055,0,0,0,0,0,1.9459101490553132,1.0986122886681098,3.7612001156935624,0,1.791759469228055,0,1.0986122886681098,0,1.3862943611198906,0,1.3862943611198906,0.6931471805599453,0.6931471805599453,1.0986122886681098,0,0.6931471805599453,0.6931471805599453,1.3862943611198906,0.6931471805599453,1.3862943611198906,1.0986122886681098,0.6931471805599453,0,0,0,1.9459101490553132,2.772588722239781,0,0.6931471805599453,0.6931471805599453,0,0.6931471805599453,1.0986122886681098,0.6931471805599453,1.0986122886681098,0,0,1.6094379124341003,0,1.6094379124341003,0.6931471805599453,0,0,0.6931471805599453,0,1.3862943611198906,0.6931471805599453,1.6094379124341003,0.6931471805599453,0,0,0,0,0,0.6931471805599453,1.3862943611198906,0.6931471805599453,0.6931471805599453,0,1.791759469228055,1.3862943611198906,1.0986122886681098,0.6931471805599453,0,1.0986122886681098,1.0986122886681098,1.0986122886681098,0,0.6931471805599453,0,1.0986122886681098,1.3862943611198906,0.6931471805599453,0,0,1.3862943611198906,0,0,0,1.6094379124341003,0,0.6931471805599453,0,0,0,0.6931471805599453,0,0,1.6094379124341003,1.6094379124341003,0,0,0,0,0,0,0,0.6931471805599453,0.6931471805599453,0,0.6931471805599453,0,0,0,1.0986122886681098,0.6931471805599453,1.9459101490553132,3.295836866004329,0,0,0.6931471805599453,0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.3862943611198906,1.6094379124341003,0,1.0986122886681098,0,1.0986122886681098,0,0,0,0,0.6931471805599453,1.3862943611198906,0,0,1.0986122886681098,0.6931471805599453,0.6931471805599453,0,0.6931471805599453,0,1.3862943611198906,0,0,0.6931471805599453,0.6931471805599453,0,0,0,0,1.791759469228055,0,0.6931471805599453,1.0986122886681098,0,1.3862943611198906,1.6094379124341003,0.6931471805599453,0,1.0986122886681098,0.6931471805599453,1.6094379124341003,1.0986122886681098,0,1.0986122886681098,1.0986122886681098,1.9459101490553132,1.9459101490553132,0.6931471805599453,1.3862943611198906,0,1.0986122886681098,0,0.6931471805599453,0,0,1.0986122886681098,0,2.0794415416798357,0,0,0,1.0986122886681098,0,0,1.0986122886681098,1.6094379124341003,0,1.6094379124341003,0,0,0,0.6931471805599453,1.3862943611198906,0.6931471805599453,0,0.6931471805599453,0,1.9459101490553132,0.6931471805599453,0,0.6931471805599453,0,0,0,0,1.3862943611198906,0,0,0,0,0,0,0,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,0,0,0,0,0,0,0,0.6931471805599453,0.6931471805599453,2.302585092994046,0,0.6931471805599453,1.791759469228055,1.9459101490553132,0,1.6094379124341003,1.3862943611198906,0,0,0,0,0,0,1.3862943611198906,1.3862943611198906,0,0,0,0,1.3862943611198906,1.3862943611198906,0,0.6931471805599453,0.6931471805599453,0,0.6931471805599453,0,0,0,1.0986122886681098,0.6931471805599453,0,0,0,0.6931471805599453,0,0.6931471805599453,0,1.791759469228055,1.0986122886681098,0,0.6931471805599453,1.0986122886681098,0,0,0,0.6931471805599453,0,0.6931471805599453,0,0,0,0,0,0,0,0,0,1.0986122886681098,1.0986122886681098,0,0.6931471805599453,0,1.0986122886681098,0,0,0,0,1.0986122886681098,1.0986122886681098,0,0,0,0,0.6931471805599453,0.6931471805599453
