source,target,weight,correlation
TRAF3IP1,PLEKHB2,1,1
PKMYT1,ALDH1B1,1,1
PKMYT1,ANAPC7,1,1
PKMYT1,AP4B1,1,1
PKMYT1,APITD1,1,1
PKMYT1,ATAD3A,1,1
PKMYT1,ATP5F1,1,1
PKMYT1,AURKA,1,1
PKMYT1,AURKAIP1,1,1
PKMYT1,BACE1,1,1
PKMYT1,BCAS2,1,1
PKMYT1,BMPR1B,1,1
PKMYT1,C5ORF34,1,1
PKMYT1,CENPI,1,1
PKMYT1,CENPM,1,1
PKMYT1,CEP85,1,1
PKMYT1,CLSPN,1,1
PKMYT1,CSDE1,1,1
PKMYT1,CUL1,1,1
PKMYT1,DDX20,1,1
PKMYT1,DLD,1,1
PKMYT1,DRG1,1,1
PKMYT1,FAM81A,1,1
PKMYT1,FTO,1,1
PKMYT1,GET4,1,1
PKMYT1,GNB1L,1,1
PKMYT1,GTSE1,1,1
PKMYT1,GXYLT1,1,1
PKMYT1,HOXD4,1,1
PKMYT1,IDH3A,1,1
PKMYT1,KDM1A,1,1
PKMYT1,KIAA2013,1,1
PKMYT1,KLHDC2,1,1
PKMYT1,LDHAP3,1,1
PKMYT1,LDHAP4,1,1
PKMYT1,LUC7L2,1,1
PKMYT1,MAD2L2,1,1
PKMYT1,MCAT,1,1
PKMYT1,MCM3,1,1
PKMYT1,MCOLN2,1,1
PKMYT1,MLH3,1,1
PKMYT1,MTFP1,1,1
PKMYT1,MTFR2,1,1
PKMYT1,NDUFAF4,1,1
PKMYT1,NELFCD,1,1
PKMYT1,NUP205,1,1
PKMYT1,NUP50,1,1
PKMYT1,ORC5,1,1
PKMYT1,PARK7,1,1
PKMYT1,POLR3G,1,1
PKMYT1,POLR3K,1,1
PKMYT1,PSMA5,1,1
PKMYT1,PTTG1,1,1
PKMYT1,RALY,1,1
PKMYT1,RTCB,1,1
PKMYT1,SNRNP25,1,1
PKMYT1,SRM,1,1
PKMYT1,ST13,1,1
PKMYT1,STK17B,1,1
PKMYT1,STOML2,1,1
PKMYT1,TIMM50,1,1
PKMYT1,TMEM256-PLSCR3,1,1
PKMYT1,TONSL,1,1
PKMYT1,TRABD,1,1
PKMYT1,TRMU,1,1
PKMYT1,TTC7B,1,1
PKMYT1,VDR,1,1
PKMYT1,WARS2,1,1
PKMYT1,WDR77,1,1
TNPO3,ABCD1,1,1
TNPO3,ABHD2,1,1
TNPO3,ACAN,1,1
TNPO3,ACOT7,1,1
TNPO3,ADAMTS17,1,1
TNPO3,AKR7A2,1,1
TNPO3,AL513523.1,1,1
TNPO3,AL513523.2,1,1
TNPO3,ALDH1A1,1,1
TNPO3,AMPH,1,1
TNPO3,ANAPC7,1,1
TNPO3,ANKRD30B,1,1
TNPO3,ANKRD44,1,1
TNPO3,AP4B1,1,1
TNPO3,ARFGEF2,1,1
TNPO3,ARHGEF35,1,1
TNPO3,ARMT1,1,1
TNPO3,ARPC1A,1,1
TNPO3,ASRGL1,1,1
TNPO3,ATAD3B,1,1
TNPO3,ATOX1,1,1
TNPO3,ATP10B,1,1
TNPO3,ATP11A,1,1
TNPO3,ATP5F1,1,1
TNPO3,ATP6V0D2,1,1
TNPO3,ATP6V1C1,1,1
TNPO3,ATP6V1E1,1,1
TNPO3,BACE1,1,1
TNPO3,BAIAP2L1,1,1
TNPO3,BAIAP2L2,1,1
TNPO3,BCL2L13,1,1
TNPO3,BICDL1,1,1
TNPO3,BIRC7,1,1
TNPO3,BLCAP,1,1
TNPO3,BORCS8,1,1
TNPO3,C17ORF51,1,1
TNPO3,C2ORF69,1,1
TNPO3,C3ORF14,1,1
TNPO3,CADM1,1,1
TNPO3,CADPS,1,1
TNPO3,CALD1,1,1
TNPO3,CAPG,1,1
TNPO3,CAPZB,1,1
TNPO3,CARHSP1,1,1
TNPO3,CCDC134,1,1
TNPO3,CCDC141,1,1
TNPO3,CCNA1,1,1
TNPO3,CD109,1,1
TNPO3,CDC42,1,1
TNPO3,CEACAM1,1,1
TNPO3,CHCHD3,1,1
TNPO3,CHN2,1,1
TNPO3,CIB1,1,1
TNPO3,CLDN14,1,1
TNPO3,CPN1,1,1
TNPO3,CPTP,1,1
TNPO3,CRKL,1,1
TNPO3,CSDE1,1,1
TNPO3,CSF2RA,1,1
TNPO3,CUL1,1,1
TNPO3,DAZ1,1,1
TNPO3,DBF4B,1,1
TNPO3,DDRGK1,1,1
TNPO3,DDX55,1,1
TNPO3,DNAJC11,1,1
TNPO3,DNAJC16,1,1
TNPO3,DPY19L2P2,1,1
TNPO3,DPYSL5,1,1
TNPO3,DTNBP1,1,1
TNPO3,DTX3L,1,1
TNPO3,EARS2,1,1
TNPO3,ECE1,1,1
TNPO3,ECHDC1,1,1
TNPO3,EIF5A2,1,1
TNPO3,EMILIN2,1,1
TNPO3,ENHO,1,1
TNPO3,ENPP1,1,1
TNPO3,ENTPD6,1,1
TNPO3,EPHA4,1,1
TNPO3,EPS15L1,1,1
TNPO3,EXOSC10,1,1
TNPO3,EXTL3,1,1
TNPO3,FAM102B,1,1
TNPO3,FAM118A,1,1
TNPO3,FAM126B,1,1
TNPO3,FAM19A3,1,1
TNPO3,FBXO42,1,1
TNPO3,FEZF1,1,1
TNPO3,FN1,1,1
TNPO3,FOXRED2,1,1
TNPO3,FRG2DP,1,1
TNPO3,FRMD4B,1,1
TNPO3,GALE,1,1
TNPO3,GCLM,1,1
TNPO3,GLT8D1,1,1
TNPO3,GNB1L,1,1
TNPO3,GPR157,1,1
TNPO3,GPR55,1,1
TNPO3,GXYLT1,1,1
TNPO3,HENMT1,1,1
TNPO3,HERC2P5,1,1
TNPO3,HERC2P8,1,1
TNPO3,HK2,1,1
TNPO3,HKR1,1,1
TNPO3,HMGXB3,1,1
