source,target,weight,correlation
TBC1D3D,RPL32P1,1,1
MT-ND5,C11orf21,1,1
MT-ND5,MT-ATP8,1,1
MT-ND5,MT-ND1,1,1
MT-ND5,MT-ND4,1,1
MT-ND5,MTATP6P1,1,1
MT-ND5,SCARNA10,1,1
MT-ND5,YEATS2-AS1,1,1
MT-ND4,C11orf21,1,1
MT-ND4,C4A,1,1
MT-ND4,GNA14,1,1
MT-ND4,MT-ATP8,1,1
MT-ND4,MT-ND1,1,1
MT-ND4,MTATP6P1,1,1
MT-ND4,NPIPB11,1,1
MT-ND4,PPIAP22,1,1
MT-ND4,RAB3IL1,1,1
MT-ND4,RPL32P1,1,1
MT-ND4,SCARNA10,1,1
MT-ND4,YEATS2-AS1,1,1
C11orf21,ADAM23,1,1
C11orf21,C1orf54,1,1
C11orf21,C4A,1,1
C11orf21,CD248,1,1
C11orf21,CGNL1,1,1
C11orf21,DIO2,1,1
C11orf21,GPR183,1,1
C11orf21,HCK,1,1
C11orf21,HMGB1P5,1,1
C11orf21,IDO1,1,1
C11orf21,LRRK2,1,1
C11orf21,MT-ATP8,1,1
C11orf21,MT-ND1,1,1
C11orf21,MTATP6P1,1,1
C11orf21,PPIAP22,1,1
C11orf21,PTMAP2,1,1
C11orf21,RPL10P16,1,1
C11orf21,RPS23P8,1,1
C11orf21,RPS3AP5,1,1
C11orf21,SCARNA10,1,1
C11orf21,SLC6A13,1,1
C11orf21,YEATS2-AS1,1,1
EEF1A1P12,ADAM23,1,1
EEF1A1P12,C1orf54,1,1
EEF1A1P12,CD248,1,1
EEF1A1P12,DIO2,1,1
EEF1A1P12,HCK,1,1
EEF1A1P12,ID1,1,1
EEF1A1P12,IDO1,1,1
EEF1A1P12,LGALS2,1,1
EEF1A1P12,LRRK2,1,1
EEF1A1P12,PPIAP22,1,1
EEF1A1P12,PTMAP2,1,1
EEF1A1P12,RAB3IL1,1,1
EEF1A1P12,RAB7B,1,1
EEF1A1P12,RPL32P1,1,1
EEF1A1P12,RPL7AP6,1,1
EEF1A1P12,RPS3AP5,1,1
EEF1A1P12,RPSAP9,1,1
RPL10P16,ADAM23,1,1
RPL10P16,C1orf54,1,1
RPL10P16,CD248,1,1
RPL10P16,CXCL8,1,1
RPL10P16,DOC2GP,1,1
RPL10P16,GPR183,1,1
RPL10P16,H2AC17,1,1
RPL10P16,HCK,1,1
RPL10P16,HLA-DRB1,1,1
RPL10P16,HMGB1P5,1,1
RPL10P16,ID1,1,1
